Value counts for ID MNPDB:
ID MNPDB
MNPDB00499       53
MNPDB00492       52
MNPDB00202       51
MNPDB00539       51
MNPDB00034       50
MNPDB00078       50
MNPDB00529       50
MNPDB00534       49
MNPDB00220       48
MNPDB00463       46
MNPDB00426       46
MNPDB00561       46
MNPDB00120       46
MNPDB00249       44
MNPDB00273       43
MNPDB00504       42
MNPDB00556       42
MNPDB00471       42
MNPDB00497       40
MNPDB00204       40
MNPDB00480       40
MNPDB00223       39
MNPDB00417       38
MNPDB00214       38
MNPDB00236       37
MNPDB00253       36
MNPDB00483       36
MNPDB00248       36
MNPDB00493       35
MNPDB00216       34
MNPDB00087       31
MNPDB00235       31
MNPDB00478       31
MNPDB00406       30
MNPDB00403       30
MNPDB00547       30
MNPDB00541       30
MNPDB00487       30
MNPDB00405       30
MNPDB00404       30
MNPDB00222       28
MNPDB00252       26
MNPDB00251       26
MNPDB00136       26
MNPDB00048       25
MNPDB00070       25
MNPDB00069       25
MNPDB00049       25
MNPDB00050       25
MNPDB00063       25
MNPDB00058       25
MNPDB00051       25
MNPDB00066       25
MNPDB00065       25
MNPDB00052       25
MNPDB00046       25
MNPDB00054       25
MNPDB00064       25
MNPDB00047       25
MNPDB00037       25
MNPDB00045       25
MNPDB00024       25
MNPD000004       25
MNPD000012       25
MNPD000013       25
MNPD000015       25
MNPDB00017       25
MNPDB00018       25
MNPDB00019       25
MNPDB00020       25
MNPDB00021       25
MNPDB00023       25
MNPDB00025       25
MNPDB00044       25
MNPDB00026       25
MNPDB00027       25
MNPDB00029       25
MNPDB00031       25
MNPDB00032       25
MNPDB00036       25
MNPDB00072       25
MNPDB00041       25
MNPDB00042       25
MNPDB00043       25
MNPDB00071       25
MNPDB00002       25
MNPDB00076       25
MNPDB00003       25
MNPDB00077       25
MNPDB00084       25
MNPDB00073       24
MNPDB00100       24
MNPDB00067       24
MNPDB00075       24
MNPDB00053       24
MNPDB00089       24
MNPDB00055       24
MNPDB00088       23
MNPDB00097       23
MNPDB00098       23
MNPDB00482       23
MNPDB00275       23
MNPD000006       23
MNPDB00263       22
MNPDB00099       22
MNPD000007       22
MNPD000016       21
MNPDB00207       21
MNPDB00094       21
MNPDB00501       21
MNPDB00090       21
MNPDB00121       20
MNPDB00093       20
MNPDB00270       20
MNPDB00464       20
MNPDB00414       19
MNPDB00059       19
MNPDB00086       19
MNPDB00028       19
MNPDB00518       18
MNPDB00221       18
MNPDB00546       17
MNPDB00530       16
MNPDB00250       16
MNPDB00229       16
MNPDB00535       16
MNPDB00533       16
MNPDB00246       15
MNPDB00095       15
MNPDB00030       14
MNPDB00145       14
MNPDB00096       14
MNPDB00531       13
MNPDB00233       13
MNPDB00427       12
MNPDB00526       12
MNPDB00228       12
MNPDB00438       10
MNPDB00465       10
MNPDB00419       10
MNPDB00035       10
MNPDB00523       10
MNPDB00238       10
MNPDB00219       10
MNPDB000400       9
MNPD000010        8
MNPDB00401        8
MNPDB00271        8
MNPDB00496        8
MNPDB00437        8
MNPDB00061        7
MNPDB00085        7
MNPDB00056        7
MNPDB00230        6
MNPDB00402        6
MNPDB00227        5
MNPDB00407        5
MNPDB00498        5
MNPDB00060        4
MNPDB00538        4
MNPDB00211        4
MNPDB00542        4
MNPDB00450        3
MNPDB00033        3
MNPDB00460        3
MNPD000011        3
MNPD000008        3
MNPDB00461        2
MNPDB00057        2
MNPD000005        2
MNPDB00563        1
MNPDB00505        1
MNPDB00559        1
MNPDB00449        1
MNPDB00503        1
MNPDB00502        1
MNPDB00265        1
MNPDB0046         1

