Ligand;Binding Affinity;rmsd/ub; rmsd/lb
toxin_Conformer3D_CID_91705071;-4.8;2.123;1.528
toxin_Conformer3D_CID_91705071;-4.8;4.228;2.947
toxin_Conformer3D_CID_91705071;-4.6;12.042;10.7
toxin_Conformer3D_CID_91705071;-4.6;28.94;26.546
toxin_Conformer3D_CID_91705071;-4.6;44.694;43.081
toxin_Conformer3D_CID_91705071;-4.5;3.95;2.984
toxin_Conformer3D_CID_91750070;-4.5;0.0;0.0
toxin_Conformer3D_CID_91750070;-4.3;47.628;44.289
toxin_Conformer3D_CID_91750070;-4.2;47.804;44.528
toxin_Conformer3D_CID_91750070;-4.2;26.559;25.038
toxin_Conformer3D_CID_91750070;-4.2;29.877;26.487
toxin_Conformer3D_CID_91750070;-4.2;4.557;3.258
toxin_Conformer3D_CID_91750070;-4.1;22.178;19.427
toxin_Conformer3D_CID_91750070;-4.1;12.073;8.925
toxin_Conformer3D_CID_91750070;-4.1;19.718;17.247
toxin_Conformer3D_CID_91750071;-5.3;0.0;0.0
toxin_Conformer3D_CID_91750071;-5.0;47.711;44.48
toxin_Conformer3D_CID_91750071;-4.9;25.294;22.987
toxin_Conformer3D_CID_91750071;-4.9;3.876;2.623
toxin_Conformer3D_CID_91750071;-4.8;19.462;18.225
toxin_Conformer3D_CID_91750071;-4.7;24.937;22.839
toxin_Conformer3D_CID_91750071;-4.7;33.407;30.4
toxin_Conformer3D_CID_91750071;-4.7;19.416;18.077
toxin_Conformer3D_CID_91750071;-4.6;13.273;10.737
toxin_Conformer3D_CID_91750074;-5.7;0.0;0.0
toxin_Conformer3D_CID_91750074;-5.3;29.696;27.086
toxin_Conformer3D_CID_91750074;-5.3;7.098;4.147
toxin_Conformer3D_CID_91750074;-5.2;7.341;4.11
toxin_Conformer3D_CID_91750074;-5.1;7.308;4.517
toxin_Conformer3D_CID_91750074;-5.0;10.154;7.98
toxin_Conformer3D_CID_91750074;-5.0;8.431;4.67
toxin_Conformer3D_CID_91750074;-4.9;5.374;4.165
toxin_Conformer3D_CID_91750074;-4.9;40.679;39.078
toxin_Conformer3D_CID_91750079;-5.4;0.0;0.0
toxin_Conformer3D_CID_91750079;-5.2;48.122;44.754
toxin_Conformer3D_CID_91750079;-5.2;21.877;18.617
toxin_Conformer3D_CID_91750079;-5.2;4.415;2.854
toxin_Conformer3D_CID_91750079;-5.1;48.095;44.811
toxin_Conformer3D_CID_91750079;-5.0;13.351;10.976
toxin_Conformer3D_CID_91750079;-4.9;21.372;18.424
toxin_Conformer3D_CID_91750079;-4.8;34.457;31.727
toxin_Conformer3D_CID_91750079;-4.8;4.75;2.344
toxin_Conformer3D_CID_91750084;-5.0;0.0;0.0
toxin_Conformer3D_CID_91750084;-5.0;10.844;9.831
toxin_Conformer3D_CID_91750084;-4.8;21.547;18.707
toxin_Conformer3D_CID_91750084;-4.7;21.93;18.74
toxin_Conformer3D_CID_91750084;-4.6;23.379;20.991
toxin_Conformer3D_CID_91750084;-4.6;21.662;19.088
toxin_Conformer3D_CID_91750084;-4.5;22.764;21.409
toxin_Conformer3D_CID_91750084;-4.5;20.34;19.233
toxin_Conformer3D_CID_91750084;-4.5;13.991;11.721
toxin_Conformer3D_CID_91750085;-4.7;0.0;0.0
toxin_Conformer3D_CID_91750085;-4.6;2.721;2.103
toxin_Conformer3D_CID_91750085;-4.5;3.144;2.017
toxin_Conformer3D_CID_91750085;-4.3;4.931;2.94
toxin_Conformer3D_CID_91750085;-4.3;13.266;11.444
toxin_Conformer3D_CID_91750085;-4.3;17.879;16.378
toxin_Conformer3D_CID_91750085;-4.2;12.155;9.444
toxin_Conformer3D_CID_91750085;-4.2;27.577;25.774
toxin_Conformer3D_CID_91750085;-4.1;29.957;28.576
toxin_Conformer3D_CID_91750089;-6.3;0.0;0.0
toxin_Conformer3D_CID_91750089;-5.9;17.586;14.021
toxin_Conformer3D_CID_91750089;-5.8;26.516;23.847
toxin_Conformer3D_CID_91750089;-5.8;23.908;22.733
toxin_Conformer3D_CID_91750089;-5.7;24.956;23.139
toxin_Conformer3D_CID_91750089;-5.6;26.307;23.003
toxin_Conformer3D_CID_91750089;-5.6;25.512;23.986
toxin_Conformer3D_CID_91750089;-5.6;24.854;23.684
toxin_Conformer3D_CID_91750089;-5.6;10.637;9.681
toxin_MCULE-1019827707-0_uff_E=392.01;-5.8;0.0;0.0
toxin_MCULE-1019827707-0_uff_E=392.01;-5.5;2.215;1.482
toxin_MCULE-1019827707-0_uff_E=392.01;-5.3;21.666;18.983
toxin_MCULE-1019827707-0_uff_E=392.01;-5.3;4.233;2.571
toxin_MCULE-1019827707-0_uff_E=392.01;-5.3;2.555;1.967
toxin_MCULE-1019827707-0_uff_E=392.01;-5.2;4.79;2.681
toxin_MCULE-1019827707-0_uff_E=392.01;-5.2;3.865;1.895
toxin_MCULE-1019827707-0_uff_E=392.01;-5.2;5.26;3.319
toxin_MCULE-1019827707-0_uff_E=392.01;-5.1;4.455;2.369
toxin_MCULE-1346257835-0_uff_E=1167.10;-6.3;0.0;0.0
toxin_MCULE-1346257835-0_uff_E=1167.10;-6.2;47.558;43.989
toxin_MCULE-1346257835-0_uff_E=1167.10;-6.2;48.352;44.831
toxin_MCULE-1346257835-0_uff_E=1167.10;-6.2;36.555;33.272
toxin_MCULE-1346257835-0_uff_E=1167.10;-6.1;50.117;47.6
toxin_MCULE-1346257835-0_uff_E=1167.10;-6.0;44.804;41.367
toxin_MCULE-1346257835-0_uff_E=1167.10;-6.0;8.892;6.105
toxin_MCULE-1346257835-0_uff_E=1167.10;-6.0;4.185;1.691
toxin_MCULE-1346257835-0_uff_E=1167.10;-5.9;44.647;41.598
toxin_MCULE-1405537262-0_uff_E=1253.47;-6.6;0.0;0.0
toxin_MCULE-1405537262-0_uff_E=1253.47;-6.1;48.856;46.495
toxin_MCULE-1405537262-0_uff_E=1253.47;-5.9;19.773;16.397
toxin_MCULE-1405537262-0_uff_E=1253.47;-5.8;16.368;14.313
toxin_MCULE-1405537262-0_uff_E=1253.47;-5.8;8.797;4.33
toxin_MCULE-1405537262-0_uff_E=1253.47;-5.7;24.539;23.067
toxin_MCULE-1405537262-0_uff_E=1253.47;-5.6;27.81;24.226
toxin_MCULE-1405537262-0_uff_E=1253.47;-5.6;50.2;46.591
toxin_MCULE-1405537262-0_uff_E=1253.47;-5.6;46.653;42.841
toxin_MCULE-1415527161-0_uff_E=245.96;-6.2;0.0;0.0
toxin_MCULE-1415527161-0_uff_E=245.96;-5.9;7.316;2.342
toxin_MCULE-1415527161-0_uff_E=245.96;-5.7;43.977;40.118
toxin_MCULE-1415527161-0_uff_E=245.96;-5.6;40.489;37.433
toxin_MCULE-1415527161-0_uff_E=245.96;-5.6;7.058;1.903
toxin_MCULE-1415527161-0_uff_E=245.96;-5.5;44.165;40.666
toxin_MCULE-1415527161-0_uff_E=245.96;-5.4;43.636;40.248
toxin_MCULE-1415527161-0_uff_E=245.96;-5.4;3.633;2.271
toxin_MCULE-1415527161-0_uff_E=245.96;-5.3;22.0;18.456
toxin_MCULE-1775773018-0_uff_E=188.80;-6.3;0.0;0.0
toxin_MCULE-1775773018-0_uff_E=188.80;-6.0;30.778;27.911
toxin_MCULE-1775773018-0_uff_E=188.80;-5.9;19.559;17.137
toxin_MCULE-1775773018-0_uff_E=188.80;-5.5;3.021;2.343
toxin_MCULE-1775773018-0_uff_E=188.80;-5.5;20.61;18.149
toxin_MCULE-1775773018-0_uff_E=188.80;-5.5;37.912;35.272
toxin_MCULE-1775773018-0_uff_E=188.80;-5.4;30.379;27.74
toxin_MCULE-1775773018-0_uff_E=188.80;-5.4;30.822;27.769
toxin_MCULE-1775773018-0_uff_E=188.80;-5.3;31.826;29.512
toxin_MCULE-1889984208-0_uff_E=1128.38;-6.4;0.0;0.0
toxin_MCULE-1889984208-0_uff_E=1128.38;-6.4;21.858;19.244
toxin_MCULE-1889984208-0_uff_E=1128.38;-6.3;29.516;25.743
toxin_MCULE-1889984208-0_uff_E=1128.38;-6.2;14.402;10.061
toxin_MCULE-1889984208-0_uff_E=1128.38;-6.2;24.477;20.436
toxin_MCULE-1889984208-0_uff_E=1128.38;-6.1;4.173;2.002
toxin_MCULE-1889984208-0_uff_E=1128.38;-6.1;18.233;15.534
toxin_MCULE-1889984208-0_uff_E=1128.38;-6.1;22.547;21.281
toxin_MCULE-1889984208-0_uff_E=1128.38;-6.0;21.396;18.84
toxin_MCULE-1916958896-0_uff_E=232.48;-6.2;0.0;0.0
toxin_MCULE-1916958896-0_uff_E=232.48;-6.0;17.392;15.203
toxin_MCULE-1916958896-0_uff_E=232.48;-6.0;44.235;41.616
toxin_MCULE-1916958896-0_uff_E=232.48;-6.0;47.223;44.288
toxin_MCULE-1916958896-0_uff_E=232.48;-5.9;28.424;26.153
toxin_MCULE-1916958896-0_uff_E=232.48;-5.8;49.279;46.866
toxin_MCULE-1916958896-0_uff_E=232.48;-5.7;42.012;39.036
toxin_MCULE-1916958896-0_uff_E=232.48;-5.6;18.861;15.513
toxin_MCULE-1916958896-0_uff_E=232.48;-5.6;40.955;38.463
toxin_MCULE-2296023202-0_uff_E=1037.82;-6.3;0.0;0.0
toxin_MCULE-2296023202-0_uff_E=1037.82;-6.2;16.824;13.9
toxin_MCULE-2296023202-0_uff_E=1037.82;-6.1;23.302;20.908
toxin_MCULE-2296023202-0_uff_E=1037.82;-6.1;22.58;19.53
toxin_MCULE-2296023202-0_uff_E=1037.82;-6.0;24.253;20.617
toxin_MCULE-2296023202-0_uff_E=1037.82;-5.9;7.001;3.114
toxin_MCULE-2296023202-0_uff_E=1037.82;-5.8;15.107;11.336
toxin_MCULE-2296023202-0_uff_E=1037.82;-5.8;16.585;13.785
toxin_MCULE-2296023202-0_uff_E=1037.82;-5.7;17.146;13.067
toxin_MCULE-2457048189-0_uff_E=1026.80;-6.0;0.0;0.0
toxin_MCULE-2457048189-0_uff_E=1026.80;-5.8;30.427;26.248
toxin_MCULE-2457048189-0_uff_E=1026.80;-5.7;44.13;39.857
toxin_MCULE-2457048189-0_uff_E=1026.80;-5.7;3.628;0.975
toxin_MCULE-2457048189-0_uff_E=1026.80;-5.6;2.318;1.347
toxin_MCULE-2457048189-0_uff_E=1026.80;-5.6;31.114;26.98
toxin_MCULE-2457048189-0_uff_E=1026.80;-5.5;37.334;33.528
toxin_MCULE-2457048189-0_uff_E=1026.80;-5.5;31.649;27.445
toxin_MCULE-2457048189-0_uff_E=1026.80;-5.5;43.137;40.911
toxin_MCULE-2524292858-0_uff_E=223.20;-6.1;0.0;0.0
toxin_MCULE-2524292858-0_uff_E=223.20;-6.0;18.805;14.856
toxin_MCULE-2524292858-0_uff_E=223.20;-5.9;24.945;21.473
toxin_MCULE-2524292858-0_uff_E=223.20;-5.9;18.876;15.534
toxin_MCULE-2524292858-0_uff_E=223.20;-5.8;31.841;27.611
toxin_MCULE-2524292858-0_uff_E=223.20;-5.8;32.011;27.672
toxin_MCULE-2524292858-0_uff_E=223.20;-5.7;29.828;26.208
toxin_MCULE-2524292858-0_uff_E=223.20;-5.6;29.795;25.887
toxin_MCULE-2524292858-0_uff_E=223.20;-5.5;6.859;2.903
toxin_MCULE-2743791777-0_uff_E=167.70;-5.7;0.0;0.0
toxin_MCULE-2743791777-0_uff_E=167.70;-5.6;16.809;11.675
toxin_MCULE-2743791777-0_uff_E=167.70;-5.5;6.055;3.052
toxin_MCULE-2743791777-0_uff_E=167.70;-5.5;5.192;2.764
toxin_MCULE-2743791777-0_uff_E=167.70;-5.4;43.206;40.412
toxin_MCULE-2743791777-0_uff_E=167.70;-5.4;9.168;4.266
toxin_MCULE-2743791777-0_uff_E=167.70;-5.4;42.087;38.343
toxin_MCULE-2743791777-0_uff_E=167.70;-5.3;7.783;1.711
toxin_MCULE-2743791777-0_uff_E=167.70;-5.3;14.975;10.274
toxin_MCULE-2873914917-0_uff_E=953.66;-5.7;0.0;0.0
toxin_MCULE-2873914917-0_uff_E=953.66;-5.6;19.27;15.805
toxin_MCULE-2873914917-0_uff_E=953.66;-5.6;19.358;15.876
toxin_MCULE-2873914917-0_uff_E=953.66;-5.6;30.821;27.832
toxin_MCULE-2873914917-0_uff_E=953.66;-5.6;30.226;27.317
toxin_MCULE-2873914917-0_uff_E=953.66;-5.4;22.929;18.404
toxin_MCULE-2873914917-0_uff_E=953.66;-5.4;30.566;27.572
toxin_MCULE-2873914917-0_uff_E=953.66;-5.4;18.149;15.098
toxin_MCULE-2873914917-0_uff_E=953.66;-5.4;22.078;18.314
toxin_MCULE-2890782664-0_uff_E=120.71;-5.4;0.0;0.0
toxin_MCULE-2890782664-0_uff_E=120.71;-5.4;11.989;5.032
toxin_MCULE-2890782664-0_uff_E=120.71;-5.3;8.969;3.679
toxin_MCULE-2890782664-0_uff_E=120.71;-5.3;28.556;26.273
toxin_MCULE-2890782664-0_uff_E=120.71;-5.2;42.756;39.221
toxin_MCULE-2890782664-0_uff_E=120.71;-5.2;38.879;34.98
toxin_MCULE-2890782664-0_uff_E=120.71;-5.1;45.495;41.102
toxin_MCULE-2890782664-0_uff_E=120.71;-5.1;18.246;13.292
toxin_MCULE-2890782664-0_uff_E=120.71;-5.1;29.152;26.661
toxin_MCULE-3335843778-0_uff_E=223.69;-6.0;0.0;0.0
toxin_MCULE-3335843778-0_uff_E=223.69;-5.7;43.258;39.47
toxin_MCULE-3335843778-0_uff_E=223.69;-5.6;7.188;2.042
toxin_MCULE-3335843778-0_uff_E=223.69;-5.6;20.508;14.962
toxin_MCULE-3335843778-0_uff_E=223.69;-5.5;19.918;15.625
toxin_MCULE-3335843778-0_uff_E=223.69;-5.5;36.623;33.773
toxin_MCULE-3335843778-0_uff_E=223.69;-5.5;3.515;1.429
toxin_MCULE-3335843778-0_uff_E=223.69;-5.5;44.229;40.644
toxin_MCULE-3335843778-0_uff_E=223.69;-5.4;20.759;18.175
toxin_MCULE-3399857456-0_uff_E=354.46;-6.2;0.0;0.0
toxin_MCULE-3399857456-0_uff_E=354.46;-5.8;20.041;14.799
toxin_MCULE-3399857456-0_uff_E=354.46;-5.8;5.996;1.821
toxin_MCULE-3399857456-0_uff_E=354.46;-5.8;19.04;15.381
toxin_MCULE-3399857456-0_uff_E=354.46;-5.7;21.808;20.543
toxin_MCULE-3399857456-0_uff_E=354.46;-5.7;6.605;1.997
toxin_MCULE-3399857456-0_uff_E=354.46;-5.7;3.586;0.906
toxin_MCULE-3399857456-0_uff_E=354.46;-5.5;42.214;39.215
toxin_MCULE-3399857456-0_uff_E=354.46;-5.5;38.307;35.86
toxin_MCULE-3581253468-0_uff_E=489.08;-6.3;0.0;0.0
toxin_MCULE-3581253468-0_uff_E=489.08;-6.3;3.544;2.348
toxin_MCULE-3581253468-0_uff_E=489.08;-6.2;2.238;0.849
toxin_MCULE-3581253468-0_uff_E=489.08;-6.1;1.698;1.267
toxin_MCULE-3581253468-0_uff_E=489.08;-6.1;2.77;1.645
toxin_MCULE-3581253468-0_uff_E=489.08;-6.1;7.778;3.08
toxin_MCULE-3581253468-0_uff_E=489.08;-5.9;7.989;3.121
toxin_MCULE-3581253468-0_uff_E=489.08;-5.8;5.695;3.263
toxin_MCULE-3581253468-0_uff_E=489.08;-5.6;19.521;16.102
toxin_MCULE-3619755830-0_uff_E=1555.83;-5.9;0.0;0.0
toxin_MCULE-3619755830-0_uff_E=1555.83;-5.7;16.398;11.748
toxin_MCULE-3619755830-0_uff_E=1555.83;-5.7;7.229;2.189
toxin_MCULE-3619755830-0_uff_E=1555.83;-5.6;29.203;25.982
toxin_MCULE-3619755830-0_uff_E=1555.83;-5.5;9.01;5.655
toxin_MCULE-3619755830-0_uff_E=1555.83;-5.5;10.218;8.228
toxin_MCULE-3619755830-0_uff_E=1555.83;-5.5;29.561;27.331
toxin_MCULE-3619755830-0_uff_E=1555.83;-5.5;31.078;26.627
toxin_MCULE-3619755830-0_uff_E=1555.83;-5.4;31.499;26.659
toxin_MCULE-3669503611-0_uff_E=490.24;-7.1;0.0;0.0
toxin_MCULE-3669503611-0_uff_E=490.24;-7.0;2.933;2.278
toxin_MCULE-3669503611-0_uff_E=490.24;-7.0;8.39;2.962
toxin_MCULE-3669503611-0_uff_E=490.24;-6.7;8.698;2.774
toxin_MCULE-3669503611-0_uff_E=490.24;-6.7;5.032;2.647
toxin_MCULE-3669503611-0_uff_E=490.24;-6.6;5.608;2.8
toxin_MCULE-3669503611-0_uff_E=490.24;-6.6;3.677;2.352
toxin_MCULE-3669503611-0_uff_E=490.24;-6.4;20.031;15.716
toxin_MCULE-3669503611-0_uff_E=490.24;-6.2;8.313;2.485
toxin_MCULE-3703188847-0_uff_E=167.12;-5.5;0.0;0.0
toxin_MCULE-3703188847-0_uff_E=167.12;-5.4;15.907;12.989
toxin_MCULE-3703188847-0_uff_E=167.12;-5.4;15.691;13.083
toxin_MCULE-3703188847-0_uff_E=167.12;-5.3;28.503;24.04
toxin_MCULE-3703188847-0_uff_E=167.12;-5.3;46.25;41.429
toxin_MCULE-3703188847-0_uff_E=167.12;-5.3;3.823;2.048
toxin_MCULE-3703188847-0_uff_E=167.12;-5.2;43.949;39.333
toxin_MCULE-3703188847-0_uff_E=167.12;-5.1;24.009;23.055
toxin_MCULE-3703188847-0_uff_E=167.12;-5.0;17.324;13.438
toxin_MCULE-3786328082-0_uff_E=1003.70;-5.3;0.0;0.0
toxin_MCULE-3786328082-0_uff_E=1003.70;-5.3;41.609;37.737
toxin_MCULE-3786328082-0_uff_E=1003.70;-5.2;41.688;38.13
toxin_MCULE-3786328082-0_uff_E=1003.70;-5.2;19.951;16.749
toxin_MCULE-3786328082-0_uff_E=1003.70;-5.2;42.879;39.456
toxin_MCULE-3786328082-0_uff_E=1003.70;-5.1;46.56;42.465
toxin_MCULE-3786328082-0_uff_E=1003.70;-5.1;11.315;8.683
toxin_MCULE-3786328082-0_uff_E=1003.70;-5.1;31.676;27.979
toxin_MCULE-3786328082-0_uff_E=1003.70;-5.1;18.997;14.396
toxin_MCULE-3806868779-0_uff_E=181.26;-5.6;0.0;0.0
toxin_MCULE-3806868779-0_uff_E=181.26;-5.5;24.847;21.174
toxin_MCULE-3806868779-0_uff_E=181.26;-5.1;36.259;33.472
toxin_MCULE-3806868779-0_uff_E=181.26;-4.9;43.749;41.08
toxin_MCULE-3806868779-0_uff_E=181.26;-4.9;26.838;24.3
toxin_MCULE-3806868779-0_uff_E=181.26;-4.8;4.318;1.946
toxin_MCULE-3806868779-0_uff_E=181.26;-4.7;4.773;2.08
toxin_MCULE-3806868779-0_uff_E=181.26;-4.7;27.15;24.225
toxin_MCULE-3806868779-0_uff_E=181.26;-4.7;44.322;41.76
toxin_MCULE-3841712989-0_uff_E=154.88;-6.6;0.0;0.0
toxin_MCULE-3841712989-0_uff_E=154.88;-6.5;21.765;19.396
toxin_MCULE-3841712989-0_uff_E=154.88;-6.1;22.699;19.602
toxin_MCULE-3841712989-0_uff_E=154.88;-6.1;18.35;15.178
toxin_MCULE-3841712989-0_uff_E=154.88;-6.1;29.332;26.328
toxin_MCULE-3841712989-0_uff_E=154.88;-6.0;5.455;1.674
toxin_MCULE-3841712989-0_uff_E=154.88;-6.0;17.5;14.721
toxin_MCULE-3841712989-0_uff_E=154.88;-5.9;30.401;26.342
toxin_MCULE-3841712989-0_uff_E=154.88;-5.9;27.337;24.956
toxin_MCULE-3853168968-0_uff_E=763.15;-7.1;0.0;0.0
toxin_MCULE-3853168968-0_uff_E=763.15;-6.9;26.016;23.547
toxin_MCULE-3853168968-0_uff_E=763.15;-6.8;18.587;14.742
toxin_MCULE-3853168968-0_uff_E=763.15;-6.6;30.875;25.588
toxin_MCULE-3853168968-0_uff_E=763.15;-6.5;26.428;24.002
toxin_MCULE-3853168968-0_uff_E=763.15;-6.4;7.892;5.293
toxin_MCULE-3853168968-0_uff_E=763.15;-6.4;27.299;24.985
toxin_MCULE-3853168968-0_uff_E=763.15;-6.4;24.079;20.37
toxin_MCULE-3853168968-0_uff_E=763.15;-6.3;17.867;15.865
toxin_MCULE-4504206745-0_uff_E=426.62;-6.9;0.0;0.0
toxin_MCULE-4504206745-0_uff_E=426.62;-6.8;6.972;2.842
toxin_MCULE-4504206745-0_uff_E=426.62;-6.5;4.51;2.578
toxin_MCULE-4504206745-0_uff_E=426.62;-6.4;2.372;1.106
toxin_MCULE-4504206745-0_uff_E=426.62;-6.3;4.877;2.521
toxin_MCULE-4504206745-0_uff_E=426.62;-6.3;40.307;36.538
toxin_MCULE-4504206745-0_uff_E=426.62;-6.2;2.433;1.951
toxin_MCULE-4504206745-0_uff_E=426.62;-6.2;40.762;37.084
toxin_MCULE-4504206745-0_uff_E=426.62;-6.2;39.934;36.727
toxin_MCULE-4519215956-0_uff_E=161.75;-5.7;0.0;0.0
toxin_MCULE-4519215956-0_uff_E=161.75;-5.6;29.17;26.047
toxin_MCULE-4519215956-0_uff_E=161.75;-5.4;27.619;25.854
toxin_MCULE-4519215956-0_uff_E=161.75;-5.3;16.932;13.005
toxin_MCULE-4519215956-0_uff_E=161.75;-5.2;18.299;12.994
toxin_MCULE-4519215956-0_uff_E=161.75;-5.2;27.127;25.874
toxin_MCULE-4519215956-0_uff_E=161.75;-5.2;3.157;1.897
toxin_MCULE-4519215956-0_uff_E=161.75;-5.2;29.094;25.194
toxin_MCULE-4519215956-0_uff_E=161.75;-5.2;8.41;6.913
toxin_MCULE-4541061051-0_uff_E=311.74;-5.8;0.0;0.0
toxin_MCULE-4541061051-0_uff_E=311.74;-5.6;5.805;3.239
toxin_MCULE-4541061051-0_uff_E=311.74;-5.6;23.153;19.888
toxin_MCULE-4541061051-0_uff_E=311.74;-5.5;5.543;3.546
toxin_MCULE-4541061051-0_uff_E=311.74;-5.5;23.812;21.656
toxin_MCULE-4541061051-0_uff_E=311.74;-5.5;22.864;19.842
toxin_MCULE-4541061051-0_uff_E=311.74;-5.4;23.59;21.166
toxin_MCULE-4541061051-0_uff_E=311.74;-5.3;14.211;11.576
toxin_MCULE-4541061051-0_uff_E=311.74;-5.2;5.93;3.691
toxin_MCULE-4658798613-0_uff_E=1013.07;-6.1;0.0;0.0
toxin_MCULE-4658798613-0_uff_E=1013.07;-6.0;18.6;15.319
toxin_MCULE-4658798613-0_uff_E=1013.07;-6.0;21.74;18.489
toxin_MCULE-4658798613-0_uff_E=1013.07;-6.0;21.184;17.95
toxin_MCULE-4658798613-0_uff_E=1013.07;-6.0;25.063;22.258
toxin_MCULE-4658798613-0_uff_E=1013.07;-5.9;3.881;1.504
toxin_MCULE-4658798613-0_uff_E=1013.07;-5.9;28.998;25.614
toxin_MCULE-4658798613-0_uff_E=1013.07;-5.8;19.937;16.089
toxin_MCULE-4658798613-0_uff_E=1013.07;-5.7;21.507;17.761
toxin_MCULE-4745119868-0_uff_E=1122.31;-6.0;0.0;0.0
toxin_MCULE-4745119868-0_uff_E=1122.31;-5.8;44.654;41.172
toxin_MCULE-4745119868-0_uff_E=1122.31;-5.7;30.084;26.163
toxin_MCULE-4745119868-0_uff_E=1122.31;-5.7;20.713;19.791
toxin_MCULE-4745119868-0_uff_E=1122.31;-5.7;21.182;17.818
toxin_MCULE-4745119868-0_uff_E=1122.31;-5.5;21.075;17.609
toxin_MCULE-4745119868-0_uff_E=1122.31;-5.5;32.465;28.34
toxin_MCULE-4745119868-0_uff_E=1122.31;-5.5;6.62;1.593
toxin_MCULE-4745119868-0_uff_E=1122.31;-5.5;16.187;14.46
toxin_MCULE-4767872682-0_uff_E=745.69;-6.1;0.0;0.0
toxin_MCULE-4767872682-0_uff_E=745.69;-5.9;29.879;26.445
toxin_MCULE-4767872682-0_uff_E=745.69;-5.8;3.188;0.95
toxin_MCULE-4767872682-0_uff_E=745.69;-5.8;39.811;38.164
toxin_MCULE-4767872682-0_uff_E=745.69;-5.6;14.692;11.893
toxin_MCULE-4767872682-0_uff_E=745.69;-5.6;6.833;3.387
toxin_MCULE-4767872682-0_uff_E=745.69;-5.5;4.422;2.298
toxin_MCULE-4767872682-0_uff_E=745.69;-5.4;28.99;25.635
toxin_MCULE-4767872682-0_uff_E=745.69;-5.4;27.838;24.618
toxin_MCULE-4916191053-0_uff_E=272.27;-5.8;0.0;0.0
toxin_MCULE-4916191053-0_uff_E=272.27;-5.6;2.852;1.161
toxin_MCULE-4916191053-0_uff_E=272.27;-5.5;16.478;12.746
toxin_MCULE-4916191053-0_uff_E=272.27;-5.5;6.436;3.615
toxin_MCULE-4916191053-0_uff_E=272.27;-5.4;47.581;42.688
toxin_MCULE-4916191053-0_uff_E=272.27;-5.3;48.272;42.881
toxin_MCULE-4916191053-0_uff_E=272.27;-5.3;30.055;27.599
toxin_MCULE-4916191053-0_uff_E=272.27;-5.3;6.919;3.992
toxin_MCULE-4916191053-0_uff_E=272.27;-5.2;40.286;36.013
toxin_MCULE-5022634939-0_uff_E=558.00;-6.3;0.0;0.0
toxin_MCULE-5022634939-0_uff_E=558.00;-6.2;2.95;0.648
toxin_MCULE-5022634939-0_uff_E=558.00;-6.0;26.758;24.198
toxin_MCULE-5022634939-0_uff_E=558.00;-6.0;26.95;24.21
toxin_MCULE-5022634939-0_uff_E=558.00;-6.0;26.878;24.735
toxin_MCULE-5022634939-0_uff_E=558.00;-6.0;22.707;17.986
toxin_MCULE-5022634939-0_uff_E=558.00;-5.9;21.275;16.125
toxin_MCULE-5022634939-0_uff_E=558.00;-5.8;7.04;3.789
toxin_MCULE-5022634939-0_uff_E=558.00;-5.8;44.956;41.04
toxin_MCULE-5070707069-0_uff_E=120.74;-4.8;0.0;0.0
toxin_MCULE-5070707069-0_uff_E=120.74;-4.8;55.591;53.275
toxin_MCULE-5070707069-0_uff_E=120.74;-4.7;28.047;26.41
toxin_MCULE-5070707069-0_uff_E=120.74;-4.7;2.673;1.684
toxin_MCULE-5070707069-0_uff_E=120.74;-4.7;22.183;19.415
toxin_MCULE-5070707069-0_uff_E=120.74;-4.7;28.585;27.007
toxin_MCULE-5070707069-0_uff_E=120.74;-4.6;3.327;1.758
toxin_MCULE-5070707069-0_uff_E=120.74;-4.6;33.29;31.441
toxin_MCULE-5070707069-0_uff_E=120.74;-4.4;33.286;31.177
toxin_MCULE-5177003624-0_uff_E=203.33;-6.9;0.0;0.0
toxin_MCULE-5177003624-0_uff_E=203.33;-6.8;17.744;13.878
toxin_MCULE-5177003624-0_uff_E=203.33;-6.7;27.089;21.599
toxin_MCULE-5177003624-0_uff_E=203.33;-6.5;18.524;14.406
toxin_MCULE-5177003624-0_uff_E=203.33;-6.4;22.319;15.662
toxin_MCULE-5177003624-0_uff_E=203.33;-6.3;9.07;7.295
toxin_MCULE-5177003624-0_uff_E=203.33;-6.2;18.593;15.637
toxin_MCULE-5177003624-0_uff_E=203.33;-6.1;38.625;35.817
toxin_MCULE-5177003624-0_uff_E=203.33;-6.1;54.691;52.012
toxin_MCULE-5338966063-0_uff_E=1115.87;-5.8;0.0;0.0
toxin_MCULE-5338966063-0_uff_E=1115.87;-5.6;8.132;4.876
toxin_MCULE-5338966063-0_uff_E=1115.87;-5.6;6.119;3.795
toxin_MCULE-5338966063-0_uff_E=1115.87;-5.6;4.854;3.672
toxin_MCULE-5338966063-0_uff_E=1115.87;-5.6;29.633;25.358
toxin_MCULE-5338966063-0_uff_E=1115.87;-5.4;45.531;41.261
toxin_MCULE-5338966063-0_uff_E=1115.87;-5.4;27.348;25.419
toxin_MCULE-5338966063-0_uff_E=1115.87;-5.4;15.652;12.247
toxin_MCULE-5338966063-0_uff_E=1115.87;-5.3;17.939;14.841
toxin_MCULE-5592478504-0_uff_E=1122.25;-6.2;0.0;0.0
toxin_MCULE-5592478504-0_uff_E=1122.25;-6.1;12.987;10.201
