Ligand;Binding Affinity;rmsd/ub; rmsd/lb
toxin_MNPDB00201;-6.8;10.932;5.276
toxin_MNPDB00201;-6.8;15.425;10.838
toxin_MNPDB00201;-6.8;9.903;3.357
toxin_MNPDB00201;-6.8;32.595;29.191
toxin_MNPDB00201;-6.8;28.471;23.994
toxin_MNPDB00201;-6.7;10.992;7.989
toxin_MNPDB00202;-4.6;0.0;0.0
toxin_MNPDB00202;-4.6;29.993;27.74
toxin_MNPDB00202;-4.6;21.329;18.196
toxin_MNPDB00202;-4.5;30.047;27.777
toxin_MNPDB00202;-4.3;17.068;14.855
toxin_MNPDB00202;-4.2;30.345;28.467
toxin_MNPDB00202;-4.2;25.045;23.406
toxin_MNPDB00202;-4.2;23.017;19.786
toxin_MNPDB00202;-4.2;32.051;30.48
toxin_MNPDB00203;-5.4;0.0;0.0
toxin_MNPDB00203;-5.4;23.79;22.317
toxin_MNPDB00203;-5.3;44.164;41.175
toxin_MNPDB00203;-5.3;44.948;42.853
toxin_MNPDB00203;-5.3;13.515;11.792
toxin_MNPDB00203;-5.2;13.414;10.944
toxin_MNPDB00203;-5.2;14.059;11.622
toxin_MNPDB00203;-5.2;18.017;16.5
toxin_MNPDB00203;-5.1;13.128;11.043
toxin_MNPDB00204;-8.3;0.0;0.0
toxin_MNPDB00204;-8.0;18.5;14.108
toxin_MNPDB00204;-8.0;17.321;12.68
toxin_MNPDB00204;-8.0;17.823;13.641
toxin_MNPDB00204;-7.9;23.18;17.917
toxin_MNPDB00204;-7.8;36.983;33.847
toxin_MNPDB00204;-7.7;33.148;29.473
toxin_MNPDB00204;-7.7;13.891;9.447
toxin_MNPDB00204;-7.7;15.985;11.528
toxin_MNPDB00205;-7.2;0.0;0.0
toxin_MNPDB00205;-7.1;1.949;1.058
toxin_MNPDB00205;-7.0;11.199;4.736
toxin_MNPDB00205;-6.8;7.87;3.677
toxin_MNPDB00205;-6.8;19.021;14.486
toxin_MNPDB00205;-6.6;18.445;12.851
toxin_MNPDB00205;-6.5;25.399;24.003
toxin_MNPDB00205;-6.4;21.622;18.142
toxin_MNPDB00205;-6.4;37.448;32.968
toxin_MNPDB00206;-8.1;0.0;0.0
toxin_MNPDB00206;-7.8;16.443;10.691
toxin_MNPDB00206;-7.8;30.306;26.261
toxin_MNPDB00206;-7.6;31.466;27.811
toxin_MNPDB00206;-7.6;15.852;13.53
toxin_MNPDB00206;-7.5;30.853;27.768
toxin_MNPDB00206;-7.3;30.473;27.406
toxin_MNPDB00206;-7.3;30.723;27.144
toxin_MNPDB00206;-7.2;32.209;28.082
toxin_MNPDB00207;-5.5;0.0;0.0
toxin_MNPDB00207;-5.5;42.175;38.818
toxin_MNPDB00207;-5.5;41.405;38.993
toxin_MNPDB00207;-5.2;42.624;39.656
toxin_MNPDB00207;-5.1;4.447;1.621
toxin_MNPDB00207;-4.9;4.664;2.07
toxin_MNPDB00207;-4.8;3.487;1.392
toxin_MNPDB00207;-4.8;22.352;20.682
toxin_MNPDB00207;-4.7;42.512;40.781
toxin_MNPDB00209;-3.8;0.0;0.0
toxin_MNPDB00209;-3.7;23.308;21.332
toxin_MNPDB00209;-3.7;2.215;1.386
toxin_MNPDB00209;-3.6;16.658;13.6
toxin_MNPDB00209;-3.6;16.788;14.993
toxin_MNPDB00209;-3.5;25.407;24.045
toxin_MNPDB00209;-3.4;21.202;19.425
toxin_MNPDB00209;-3.4;29.555;28.138
toxin_MNPDB00209;-3.4;17.029;15.412
toxin_MNPDB00210;-4.9;0.0;0.0
toxin_MNPDB00210;-4.7;4.239;1.591
toxin_MNPDB00210;-4.6;25.094;22.419
toxin_MNPDB00210;-4.5;3.039;1.261
toxin_MNPDB00210;-4.5;22.427;19.828
toxin_MNPDB00210;-4.5;23.296;20.894
toxin_MNPDB00210;-4.4;31.904;30.322
toxin_MNPDB00210;-4.4;26.582;24.933
toxin_MNPDB00210;-4.4;22.053;20.604
toxin_MNPDB00211;-5.0;0.0;0.0
toxin_MNPDB00211;-4.8;29.211;26.593
toxin_MNPDB00211;-4.6;15.589;13.532
toxin_MNPDB00211;-4.5;4.6;2.643
toxin_MNPDB00211;-4.5;24.221;21.787
toxin_MNPDB00211;-4.5;29.55;26.969
toxin_MNPDB00211;-4.5;21.147;19.331
toxin_MNPDB00211;-4.5;23.966;21.599
toxin_MNPDB00211;-4.5;20.762;18.966
toxin_MNPDB00212;-6.7;0.0;0.0
toxin_MNPDB00212;-6.6;12.519;8.537
toxin_MNPDB00212;-6.3;9.783;6.936
toxin_MNPDB00212;-6.2;19.584;16.675
toxin_MNPDB00212;-6.0;24.137;23.285
toxin_MNPDB00212;-5.9;32.659;30.318
toxin_MNPDB00212;-5.8;8.931;5.724
toxin_MNPDB00212;-5.8;5.785;3.266
toxin_MNPDB00212;-5.8;36.855;34.909
toxin_MNPDB00213;-6.8;0.0;0.0
toxin_MNPDB00213;-6.8;17.17;13.321
toxin_MNPDB00213;-6.5;13.458;9.582
toxin_MNPDB00213;-6.5;20.105;16.903
toxin_MNPDB00213;-6.4;21.207;17.623
toxin_MNPDB00213;-6.4;8.567;5.2
toxin_MNPDB00213;-6.4;27.393;25.009
toxin_MNPDB00213;-6.3;23.463;20.165
toxin_MNPDB00213;-6.2;8.74;4.856
toxin_MNPDB00214;-4.6;0.0;0.0
toxin_MNPDB00214;-4.5;42.247;40.295
toxin_MNPDB00214;-4.2;23.816;22.51
toxin_MNPDB00214;-4.2;22.372;21.36
toxin_MNPDB00214;-4.2;22.699;21.654
toxin_MNPDB00214;-4.2;23.145;21.26
toxin_MNPDB00214;-4.2;22.95;21.647
toxin_MNPDB00214;-4.1;18.878;17.077
toxin_MNPDB00214;-4.1;22.454;21.077
toxin_MNPDB00215;-5.7;0.0;0.0
toxin_MNPDB00215;-5.6;31.735;29.376
toxin_MNPDB00215;-5.5;27.712;25.194
toxin_MNPDB00215;-5.4;28.503;25.263
toxin_MNPDB00215;-5.4;28.256;24.995
toxin_MNPDB00215;-5.3;21.093;17.416
toxin_MNPDB00215;-5.3;26.558;24.032
toxin_MNPDB00215;-5.2;42.102;38.314
toxin_MNPDB00215;-5.2;22.609;19.415
toxin_MNPDB00216;-7.8;0.0;0.0
toxin_MNPDB00216;-7.8;8.194;0.099
toxin_MNPDB00216;-7.7;7.305;2.178
toxin_MNPDB00216;-7.7;5.602;2.184
toxin_MNPDB00216;-7.5;4.745;2.202
toxin_MNPDB00216;-7.4;5.508;2.827
toxin_MNPDB00216;-7.1;28.86;25.572
toxin_MNPDB00216;-7.0;15.253;11.683
toxin_MNPDB00216;-7.0;14.907;11.68
toxin_MNPDB00217;-3.5;0.0;0.0
toxin_MNPDB00217;-3.5;17.012;15.053
toxin_MNPDB00217;-3.5;25.177;23.778
toxin_MNPDB00217;-3.5;12.514;10.668
toxin_MNPDB00217;-3.4;12.133;10.353
toxin_MNPDB00217;-3.4;24.382;22.659
toxin_MNPDB00217;-3.3;13.542;11.125
toxin_MNPDB00217;-3.3;1.777;1.441
toxin_MNPDB00217;-3.3;24.738;23.307
toxin_MNPDB00218;-6.1;0.0;0.0
toxin_MNPDB00218;-6.1;38.787;32.637
toxin_MNPDB00218;-5.9;38.966;32.89
toxin_MNPDB00218;-5.9;27.819;23.68
toxin_MNPDB00218;-5.7;16.277;12.812
toxin_MNPDB00218;-5.7;25.084;23.115
toxin_MNPDB00218;-5.7;21.729;19.185
toxin_MNPDB00218;-5.6;24.457;22.93
toxin_MNPDB00218;-5.6;24.839;19.756
toxin_MNPDB00219;-5.8;0.0;0.0
toxin_MNPDB00219;-5.7;5.1;1.125
toxin_MNPDB00219;-5.6;22.531;19.365
toxin_MNPDB00219;-5.6;21.809;18.908
toxin_MNPDB00219;-5.5;22.18;19.727
toxin_MNPDB00219;-5.4;4.595;1.086
toxin_MNPDB00219;-5.4;29.933;27.351
toxin_MNPDB00219;-5.3;30.572;27.641
toxin_MNPDB00219;-5.2;30.671;27.931
toxin_MNPDB00220;-5.2;0.0;0.0
toxin_MNPDB00220;-5.1;42.796;40.203
toxin_MNPDB00220;-4.9;3.784;1.517
toxin_MNPDB00220;-4.9;41.196;38.797
toxin_MNPDB00220;-4.8;5.523;1.49
toxin_MNPDB00220;-4.7;42.488;40.112
toxin_MNPDB00220;-4.7;28.516;25.84
toxin_MNPDB00220;-4.7;41.244;38.29
toxin_MNPDB00220;-4.6;22.747;20.064
toxin_MNPDB00221;-5.3;0.0;0.0
toxin_MNPDB00221;-5.1;3.941;1.036
toxin_MNPDB00221;-4.9;13.878;11.16
toxin_MNPDB00221;-4.9;42.752;40.133
toxin_MNPDB00221;-4.8;13.555;11.198
toxin_MNPDB00221;-4.7;29.518;27.147
toxin_MNPDB00221;-4.6;21.701;19.576
toxin_MNPDB00221;-4.6;14.834;12.384
toxin_MNPDB00221;-4.5;34.415;32.764
toxin_MNPDB00222;-5.7;0.0;0.0
toxin_MNPDB00222;-5.6;5.758;1.395
toxin_MNPDB00222;-5.5;31.207;27.524
toxin_MNPDB00222;-5.3;21.751;19.076
toxin_MNPDB00222;-5.3;26.292;24.088
toxin_MNPDB00222;-5.3;35.619;32.812
toxin_MNPDB00222;-5.3;37.145;33.353
toxin_MNPDB00222;-5.2;2.48;1.959
toxin_MNPDB00222;-5.2;18.584;16.21
toxin_MNPDB00223;-6.2;0.0;0.0
toxin_MNPDB00223;-6.1;3.732;2.486
toxin_MNPDB00223;-5.8;6.452;3.045
toxin_MNPDB00223;-5.7;24.063;22.395
toxin_MNPDB00223;-5.6;2.079;1.489
toxin_MNPDB00223;-5.6;28.841;25.157
toxin_MNPDB00223;-5.6;34.777;32.235
toxin_MNPDB00223;-5.5;49.825;46.81
toxin_MNPDB00223;-5.5;5.43;2.842
toxin_MNPDB00225;-6.4;0.0;0.0
toxin_MNPDB00225;-6.2;8.586;0.843
toxin_MNPDB00225;-6.1;21.07;17.844
toxin_MNPDB00225;-6.1;45.153;41.317
toxin_MNPDB00225;-6.1;45.379;41.117
toxin_MNPDB00225;-6.0;11.108;9.711
toxin_MNPDB00225;-5.7;21.14;18.016
toxin_MNPDB00225;-5.7;22.608;19.088
toxin_MNPDB00225;-5.6;25.679;22.917
toxin_MNPDB00226;-5.8;0.0;0.0
toxin_MNPDB00226;-5.8;19.346;17.526
toxin_MNPDB00226;-5.6;28.089;25.859
toxin_MNPDB00226;-5.5;11.533;9.662
toxin_MNPDB00226;-5.5;14.076;12.539
toxin_MNPDB00226;-5.4;2.152;1.699
toxin_MNPDB00226;-5.4;22.826;21.85
toxin_MNPDB00226;-5.3;16.733;15.035
toxin_MNPDB00226;-5.3;46.182;43.222
toxin_MNPDB00227;-4.9;0.0;0.0
toxin_MNPDB00227;-4.9;18.97;18.271
toxin_MNPDB00227;-4.8;18.998;18.146
toxin_MNPDB00227;-4.7;22.802;21.505
toxin_MNPDB00227;-4.6;2.88;1.779
toxin_MNPDB00227;-4.3;23.118;21.29
toxin_MNPDB00227;-4.2;19.665;18.69
toxin_MNPDB00227;-4.0;19.624;18.824
toxin_MNPDB00227;-4.0;41.792;39.297
toxin_MNPDB00228;-5.6;0.0;0.0
toxin_MNPDB00228;-5.5;43.094;40.064
toxin_MNPDB00228;-5.4;42.418;39.349
toxin_MNPDB00228;-5.1;42.308;39.235
toxin_MNPDB00228;-5.0;29.243;26.538
toxin_MNPDB00228;-5.0;21.569;19.554
toxin_MNPDB00228;-5.0;24.061;21.722
toxin_MNPDB00228;-4.9;42.077;39.17
toxin_MNPDB00228;-4.8;24.576;21.576
toxin_MNPDB00231;-7.0;0.0;0.0
toxin_MNPDB00231;-6.9;11.621;7.424
toxin_MNPDB00231;-6.7;29.412;27.159
toxin_MNPDB00231;-6.5;26.823;23.755
toxin_MNPDB00231;-6.5;30.459;26.056
toxin_MNPDB00231;-6.3;33.115;29.781
toxin_MNPDB00231;-6.2;30.389;26.797
toxin_MNPDB00231;-6.2;20.078;17.387
toxin_MNPDB00231;-6.1;15.369;11.757
toxin_MNPDB00232;-6.1;0.0;0.0
toxin_MNPDB00232;-6.0;5.052;2.381
toxin_MNPDB00232;-6.0;5.275;2.389
toxin_MNPDB00232;-6.0;5.921;3.613
toxin_MNPDB00232;-5.9;5.838;3.069
toxin_MNPDB00232;-5.7;30.512;27.684
toxin_MNPDB00232;-5.7;2.031;0.931
toxin_MNPDB00232;-5.7;5.755;1.636
toxin_MNPDB00232;-5.6;34.704;30.762
toxin_MNPDB00233;-5.7;0.0;0.0
toxin_MNPDB00233;-5.6;29.345;26.188
toxin_MNPDB00233;-5.3;31.701;29.737
toxin_MNPDB00233;-5.3;22.247;19.752
toxin_MNPDB00233;-5.2;22.469;19.667
toxin_MNPDB00233;-5.2;3.745;1.154
toxin_MNPDB00233;-5.1;22.528;19.763
toxin_MNPDB00233;-5.1;4.086;1.442
toxin_MNPDB00233;-5.0;22.451;19.648
toxin_MNPDB00234;-4.4;0.0;0.0
toxin_MNPDB00234;-4.4;23.87;22.868
toxin_MNPDB00234;-4.3;10.005;8.517
toxin_MNPDB00234;-4.3;10.247;9.469
toxin_MNPDB00234;-4.3;4.142;1.126
toxin_MNPDB00234;-4.3;25.307;23.671
toxin_MNPDB00234;-4.2;23.785;22.582
toxin_MNPDB00234;-4.2;31.561;30.58
toxin_MNPDB00234;-4.2;20.967;19.913
toxin_MNPDB00235;-4.4;0.0;0.0
toxin_MNPDB00235;-4.3;14.309;12.794
toxin_MNPDB00235;-4.3;31.741;30.782
toxin_MNPDB00235;-4.3;15.762;14.889
toxin_MNPDB00235;-4.3;39.372;37.52
toxin_MNPDB00235;-4.3;31.103;30.029
toxin_MNPDB00235;-4.2;41.187;39.361
toxin_MNPDB00235;-4.1;15.751;14.525
toxin_MNPDB00235;-4.1;29.545;28.235
toxin_MNPDB00236;-4.8;0.0;0.0
toxin_MNPDB00236;-4.6;2.876;1.779
toxin_MNPDB00236;-4.6;14.245;11.795
toxin_MNPDB00236;-4.5;19.707;17.447
toxin_MNPDB00236;-4.5;40.584;38.821
toxin_MNPDB00236;-4.5;21.574;19.784
toxin_MNPDB00236;-4.5;14.112;11.364
toxin_MNPDB00236;-4.4;21.243;19.517
toxin_MNPDB00236;-4.3;41.67;39.803
toxin_MNPDB00237;-6.0;0.0;0.0
toxin_MNPDB00237;-5.7;21.899;19.161
toxin_MNPDB00237;-5.7;22.112;19.266
toxin_MNPDB00237;-5.6;20.341;18.504
toxin_MNPDB00237;-5.6;21.793;19.575
toxin_MNPDB00237;-5.5;3.885;1.588
toxin_MNPDB00237;-5.5;3.261;1.263
toxin_MNPDB00237;-5.3;43.283;41.721
toxin_MNPDB00237;-5.2;21.502;18.755
toxin_MNPDB00238;-4.3;0.0;0.0
toxin_MNPDB00238;-4.2;2.84;1.75
toxin_MNPDB00238;-4.1;2.198;1.727
toxin_MNPDB00238;-4.0;20.195;18.803
toxin_MNPDB00238;-4.0;47.566;45.14
toxin_MNPDB00238;-4.0;27.117;25.059
toxin_MNPDB00238;-4.0;46.561;44.003
toxin_MNPDB00238;-3.9;19.662;17.713
toxin_MNPDB00238;-3.9;46.178;43.765
toxin_MNPDB00239;-3.7;0.0;0.0
toxin_MNPDB00239;-3.5;27.634;24.894
toxin_MNPDB00239;-3.5;19.968;16.699
toxin_MNPDB00239;-3.5;6.531;3.143
toxin_MNPDB00239;-3.4;26.465;23.239
toxin_MNPDB00239;-3.4;27.025;24.945
toxin_MNPDB00239;-3.3;27.25;24.074
toxin_MNPDB00239;-3.3;28.027;25.397
toxin_MNPDB00239;-3.3;7.285;3.927
toxin_MNPDB00240;-7.2;0.0;0.0
toxin_MNPDB00240;-6.5;7.053;1.742
toxin_MNPDB00240;-6.5;6.889;4.203
toxin_MNPDB00240;-6.4;24.323;20.189
toxin_MNPDB00240;-6.3;14.381;11.0
toxin_MNPDB00240;-6.3;16.385;11.64
toxin_MNPDB00240;-6.3;11.318;8.512
toxin_MNPDB00240;-6.2;29.277;25.492
toxin_MNPDB00240;-6.2;7.421;5.063
toxin_MNPDB00241;-7.1;0.0;0.0
toxin_MNPDB00241;-7.0;27.079;21.786
toxin_MNPDB00241;-6.8;54.907;48.377
toxin_MNPDB00241;-6.7;53.46;48.276
toxin_MNPDB00241;-6.7;28.57;23.842
toxin_MNPDB00241;-6.6;53.458;48.546
toxin_MNPDB00241;-6.5;53.535;48.079
toxin_MNPDB00241;-6.4;33.149;29.796
toxin_MNPDB00241;-6.4;54.593;48.586
toxin_MNPDB00242;-7.7;0.0;0.0
toxin_MNPDB00242;-7.1;19.843;17.127
toxin_MNPDB00242;-7.1;10.877;4.556
toxin_MNPDB00242;-7.0;13.164;7.583
toxin_MNPDB00242;-7.0;1.718;1.33
toxin_MNPDB00242;-6.9;3.779;2.161
toxin_MNPDB00242;-6.9;39.412;35.405
toxin_MNPDB00242;-6.8;10.826;5.109
toxin_MNPDB00242;-6.8;8.021;1.801
toxin_MNPDB00243;-4.5;0.0;0.0
toxin_MNPDB00243;-4.5;22.232;20.747
toxin_MNPDB00243;-4.5;22.283;20.888
toxin_MNPDB00243;-4.4;2.543;0.705
toxin_MNPDB00243;-4.3;3.409;1.191
toxin_MNPDB00243;-4.3;22.553;20.838
toxin_MNPDB00243;-4.3;2.982;1.131
toxin_MNPDB00243;-4.3;22.84;21.187
toxin_MNPDB00243;-4.2;25.568;23.192
toxin_MNPDB00244;-6.7;0.0;0.0
toxin_MNPDB00244;-6.6;29.459;26.977
toxin_MNPDB00244;-6.6;7.477;2.393
toxin_MNPDB00244;-6.6;26.145;22.566
toxin_MNPDB00244;-6.6;6.438;2.826
toxin_MNPDB00244;-6.5;16.762;12.974
toxin_MNPDB00244;-6.5;42.865;40.22
toxin_MNPDB00244;-6.4;6.709;2.053
toxin_MNPDB00244;-6.4;44.962;41.771
toxin_MNPDB00245;-4.7;0.0;0.0
toxin_MNPDB00245;-4.6;10.984;8.853
toxin_MNPDB00245;-4.5;17.489;16.246
toxin_MNPDB00245;-4.5;25.341;23.947
toxin_MNPDB00245;-4.4;10.34;8.854
toxin_MNPDB00245;-4.4;24.729;23.347
toxin_MNPDB00245;-4.4;25.254;23.907
toxin_MNPDB00245;-4.4;10.888;9.239
toxin_MNPDB00245;-4.4;17.478;16.258
toxin_MNPDB00246;-4.2;0.0;0.0
toxin_MNPDB00246;-4.2;4.834;3.053
toxin_MNPDB00246;-3.9;44.507;41.01
toxin_MNPDB00246;-3.9;5.626;2.429
toxin_MNPDB00246;-3.9;5.587;2.714
toxin_MNPDB00246;-3.9;6.288;2.795
toxin_MNPDB00246;-3.8;18.79;15.038
toxin_MNPDB00246;-3.8;5.444;1.866
toxin_MNPDB00246;-3.8;22.531;18.587
toxin_MNPDB00247;-6.6;0.0;0.0
toxin_MNPDB00247;-6.1;26.095;24.572
toxin_MNPDB00247;-6.0;18.56;13.234
toxin_MNPDB00247;-6.0;19.632;13.096
toxin_MNPDB00247;-5.9;23.496;18.904
toxin_MNPDB00247;-5.9;22.455;18.883
toxin_MNPDB00247;-5.9;9.94;4.011
toxin_MNPDB00247;-5.9;18.476;13.66
toxin_MNPDB00247;-5.9;19.34;16.814
toxin_MNPDB00249;-4.6;0.0;0.0
toxin_MNPDB00249;-4.6;24.716;23.538
toxin_MNPDB00249;-4.6;5.204;2.067
toxin_MNPDB00249;-4.5;19.875;18.101
toxin_MNPDB00249;-4.5;19.787;18.334
toxin_MNPDB00249;-4.5;2.61;1.607
toxin_MNPDB00249;-4.4;46.31;44.077
toxin_MNPDB00249;-4.4;23.694;22.183
toxin_MNPDB00249;-4.3;19.955;18.245
toxin_MNPDB00250;-4.9;0.0;0.0
toxin_MNPDB00250;-4.7;4.405;1.539
toxin_MNPDB00250;-4.5;24.269;23.16
toxin_MNPDB00250;-4.5;17.902;16.569
toxin_MNPDB00250;-4.4;31.857;30.714
toxin_MNPDB00250;-4.4;25.078;24.045
toxin_MNPDB00250;-4.4;23.489;22.052
toxin_MNPDB00250;-4.3;18.039;16.034
toxin_MNPDB00250;-4.3;25.029;24.063
toxin_MNPDB00254;-4.6;0.0;0.0
toxin_MNPDB00254;-4.4;22.089;20.319
toxin_MNPDB00254;-4.4;18.233;16.869
toxin_MNPDB00254;-4.2;22.406;21.071
toxin_MNPDB00254;-4.2;22.187;20.944
toxin_MNPDB00254;-4.1;3.399;1.634
toxin_MNPDB00254;-4.1;2.928;1.766
toxin_MNPDB00254;-4.0;43.475;42.355
toxin_MNPDB00254;-4.0;40.758;39.608
toxin_MNPDB00257;-5.7;0.0;0.0
toxin_MNPDB00257;-5.5;4.815;1.131
toxin_MNPDB00257;-5.4;42.059;39.723
toxin_MNPDB00257;-5.3;29.555;27.019
toxin_MNPDB00257;-5.3;41.597;38.677
toxin_MNPDB00257;-5.2;29.494;27.282
toxin_MNPDB00257;-5.1;29.295;26.715
toxin_MNPDB00257;-5.1;42.133;39.113
toxin_MNPDB00257;-5.0;42.15;39.136
toxin_MNPDB00258;-4.7;0.0;0.0
toxin_MNPDB00258;-4.6;30.467;28.94
toxin_MNPDB00258;-4.5;15.653;14.43
toxin_MNPDB00258;-4.4;16.878;15.647
toxin_MNPDB00258;-4.4;15.726;14.373
toxin_MNPDB00258;-4.4;30.509;28.934
toxin_MNPDB00258;-4.3;21.698;20.601
toxin_MNPDB00258;-4.3;15.253;14.149
toxin_MNPDB00258;-4.3;31.106;29.519
toxin_MNPDB00259;-4.9;0.0;0.0
toxin_MNPDB00259;-4.9;3.406;2.186
toxin_MNPDB00259;-4.7;4.534;1.632
toxin_MNPDB00259;-4.7;4.079;1.584
toxin_MNPDB00259;-4.7;11.266;8.884
toxin_MNPDB00259;-4.7;10.549;8.298
toxin_MNPDB00259;-4.7;3.904;1.93
toxin_MNPDB00259;-4.6;3.843;2.118
toxin_MNPDB00259;-4.5;18.826;17.195
toxin_MNPDB00260;-7.1;0.0;0.0
toxin_MNPDB00260;-7.0;30.562;26.327
toxin_MNPDB00260;-7.0;30.428;26.004
toxin_MNPDB00260;-6.8;30.129;26.528
toxin_MNPDB00260;-6.8;30.5;26.254
toxin_MNPDB00260;-6.7;32.363;28.742
toxin_MNPDB00260;-6.7;38.727;34.886
toxin_MNPDB00260;-6.5;5.576;2.389
toxin_MNPDB00260;-6.5;32.867;30.146
toxin_MNPDB00261;-5.5;0.0;0.0
toxin_MNPDB00261;-5.5;20.848;19.38
toxin_MNPDB00261;-5.3;4.374;1.504
toxin_MNPDB00261;-5.3;24.538;22.406
toxin_MNPDB00261;-5.2;12.471;9.887
toxin_MNPDB00261;-5.2;24.482;22.587
toxin_MNPDB00261;-5.1;21.536;18.108
toxin_MNPDB00261;-5.1;1.408;1.159
toxin_MNPDB00261;-5.0;47.299;44.98
toxin_MNPDB00262;-6.8;0.0;0.0
toxin_MNPDB00262;-6.6;22.643;19.607
toxin_MNPDB00262;-6.4;8.101;4.029
toxin_MNPDB00262;-6.3;27.327;25.899
toxin_MNPDB00262;-6.3;8.162;4.001
toxin_MNPDB00262;-6.3;28.831;25.659
toxin_MNPDB00262;-6.3;42.603;40.013
toxin_MNPDB00262;-6.2;59.861;57.899
toxin_MNPDB00262;-6.2;16.406;13.038
toxin_MNPDB00263;-5.2;0.0;0.0
toxin_MNPDB00263;-5.0;4.007;1.633
toxin_MNPDB00263;-4.9;42.036;39.438
toxin_MNPDB00263;-4.9;5.821;1.99
toxin_MNPDB00263;-4.9;4.046;1.914
toxin_MNPDB00263;-4.8;43.409;40.754
toxin_MNPDB00263;-4.8;2.013;1.547
toxin_MNPDB00263;-4.7;41.374;38.175
toxin_MNPDB00263;-4.6;19.325;16.437
toxin_MNPDB00264;-6.8;0.0;0.0
toxin_MNPDB00264;-6.3;7.154;1.577
toxin_MNPDB00264;-6.2;17.687;12.251
toxin_MNPDB00264;-6.2;13.402;8.935
toxin_MNPDB00264;-6.0;15.847;12.31
toxin_MNPDB00264;-6.0;28.112;24.743
toxin_MNPDB00264;-5.9;6.481;4.819
toxin_MNPDB00264;-5.8;19.189;14.751
toxin_MNPDB00264;-5.8;24.239;20.579
toxin_MNPDB00266;-6.6;0.0;0.0
toxin_MNPDB00266;-6.3;7.07;1.698
toxin_MNPDB00266;-6.3;6.935;4.408
toxin_MNPDB00266;-6.1;3.686;1.643
toxin_MNPDB00266;-6.0;16.02;12.36
toxin_MNPDB00266;-6.0;17.767;12.466
toxin_MNPDB00266;-5.9;15.293;11.71
toxin_MNPDB00266;-5.9;24.22;20.694
toxin_MNPDB00266;-5.9;5.434;4.266
toxin_MNPDB00267;-5.4;0.0;0.0
toxin_MNPDB00267;-5.3;9.877;8.69
toxin_MNPDB00267;-5.0;17.827;16.539
toxin_MNPDB00267;-4.9;2.005;1.684
toxin_MNPDB00267;-4.8;4.056;0.957
toxin_MNPDB00267;-4.8;2.343;1.456
toxin_MNPDB00267;-4.8;17.884;16.445
toxin_MNPDB00267;-4.7;11.167;8.978
toxin_MNPDB00267;-4.6;57.584;57.274
toxin_MNPDB00268;-6.9;0.0;0.0
toxin_MNPDB00268;-6.9;11.181;8.295
toxin_MNPDB00268;-6.8;12.958;8.789
toxin_MNPDB00268;-6.6;9.806;6.905
toxin_MNPDB00268;-6.3;19.794;15.777
toxin_MNPDB00268;-6.3;19.616;16.509
toxin_MNPDB00268;-6.0;24.537;21.986
toxin_MNPDB00268;-6.0;22.727;19.455
toxin_MNPDB00268;-5.8;26.079;23.124
toxin_MNPDB00269;-6.1;0.0;0.0
toxin_MNPDB00269;-6.0;25.483;22.393
toxin_MNPDB00269;-5.9;20.434;18.438
toxin_MNPDB00269;-5.8;29.611;28.024
toxin_MNPDB00269;-5.6;29.867;28.174
toxin_MNPDB00269;-5.5;15.177;11.662
toxin_MNPDB00269;-5.5;25.946;24.456
toxin_MNPDB00269;-5.4;23.681;20.887
toxin_MNPDB00269;-5.3;15.968;13.973
toxin_MNPDB00270;-6.3;0.0;0.0
toxin_MNPDB00270;-6.2;12.628;8.66
toxin_MNPDB00270;-6.0;10.987;8.434
toxin_MNPDB00270;-5.8;11.827;8.787
toxin_MNPDB00270;-5.6;17.568;14.59
toxin_MNPDB00270;-5.6;45.988;43.334
toxin_MNPDB00270;-5.6;24.899;23.153
toxin_MNPDB00270;-5.5;14.111;11.516
toxin_MNPDB00270;-5.5;5.047;2.389
toxin_MNPDB00271;-6.1;0.0;0.0
toxin_MNPDB00271;-6.0;12.542;9.136
toxin_MNPDB00271;-5.9;17.589;14.457
toxin_MNPDB00271;-5.6;12.771;9.439
toxin_MNPDB00271;-5.5;46.06;43.269
toxin_MNPDB00271;-5.5;23.844;21.284
toxin_MNPDB00271;-5.5;3.791;2.556
toxin_MNPDB00271;-5.5;46.527;43.815
toxin_MNPDB00271;-5.4;44.141;41.132
toxin_MNPDB00272;-5.7;0.0;0.0
toxin_MNPDB00272;-5.6;4.987;1.677
toxin_MNPDB00272;-5.5;2.214;1.508
toxin_MNPDB00272;-5.3;41.832;38.709
toxin_MNPDB00272;-5.3;14.687;11.824
toxin_MNPDB00272;-5.2;39.884;38.412
toxin_MNPDB00272;-5.2;42.832;39.671
toxin_MNPDB00272;-5.1;43.071;40.565
toxin_MNPDB00272;-5.1;12.932;11.291
toxin_MNPDB00273;-5.4;0.0;0.0
toxin_MNPDB00273;-5.4;41.272;38.933
toxin_MNPDB00273;-5.4;39.497;37.385
toxin_MNPDB00273;-5.3;2.652;2.304
toxin_MNPDB00273;-5.2;45.794;43.962
toxin_MNPDB00273;-4.9;38.231;35.956
toxin_MNPDB00273;-4.8;37.825;35.633
toxin_MNPDB00273;-4.8;37.016;34.753
toxin_MNPDB00273;-4.8;41.677;38.792
toxin_MNPDB00274;-5.8;0.0;0.0
toxin_MNPDB00274;-5.5;25.389;23.645
toxin_MNPDB00274;-5.5;3.62;1.818
